,id,date_of_sale, price ,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price category,lat_long,Month_Year
32,461000390,6/24/2014," $687,500.00 ",4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,High price,"(47.6823, -122.368)",2014-06
33,7589200193,11/10/2014," $535,000.00 ",3,1,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,High price,"(47.6889, -122.375)",2014-11
34,7955080270,12/3/2014," $322,500.00 ",4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,Middle price,"(47.4276, -122.157)",2014-12
35,9547205180,6/13/2014," $696,000.00 ",3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,High price,"(47.6827, -122.31)",2014-06
36,9435300030,5/28/2014," $550,000.00 ",4,1,1660,34848,1,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,High price,"(47.6621, -122.132)",2014-05
37,2768000400,12/30/2014," $640,000.00 ",4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,High price,"(47.6702, -122.362)",2014-12
38,7895500070,2/13/2015," $240,000.00 ",4,1,1220,8075,1,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,Middle price,"(47.3341, -122.282)",2015-02
39,2078500320,6/20/2014," $605,000.00 ",4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,High price,"(47.5301, -122.18)",2014-06
40,5547700270,7/15/2014," $625,000.00 ",4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,High price,"(47.6145, -122.027)",2014-07
41,7766200013,8/11/2014," $775,000.00 ",4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,High price,"(47.445, -122.347)",2014-08
42,7203220400,7/7/2014," $861,990.00 ",5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,High price,"(47.6848, -122.016)",2014-07
43,9270200160,10/28/2014," $685,000.00 ",3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,High price,"(47.6413, -122.364)",2014-10
44,1432701230,7/29/2014," $309,000.00 ",3,1,1280,9656,1,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,Middle price,"(47.4485, -122.175)",2014-07
45,8035350320,7/18/2014," $488,000.00 ",3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,Middle price,"(47.7443, -121.977)",2014-07
46,8945200830,3/25/2015," $210,490.00 ",3,1,990,8528,1,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,Middle price,"(47.3066, -122.371)",2015-03
47,4178300310,7/16/2014," $785,000.00 ",4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,High price,"(47.6194, -122.151)",2014-07
48,9215400105,4/28/2015," $450,000.00 ",3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,Middle price,"(47.6796, -122.301)",2015-04
49,822039084,3/11/2015," $1,350,000.00 ",3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,High price,"(47.4041, -122.451)",2015-03
50,5245600105,9/16/2014," $228,000.00 ",3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,Middle price,"(47.4258, -122.322)",2014-09
51,7231300125,2/17/2015," $345,000.00 ",5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,Middle price,"(47.4934, -122.189)",2015-02
52,7518505990,12/31/2014," $600,000.00 ",3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,High price,"(47.6808, -122.384)",2014-12
53,3626039271,2/5/2015," $585,000.00 ",2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,High price,"(47.6989, -122.369)",2015-02
54,4217401195,3/3/2015," $920,000.00 ",5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,High price,"(47.6571, -122.281)",2015-03
55,9822700295,5/12/2014," $885,000.00 ",4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,High price,"(47.6597, -122.29)",2014-05
56,9478500640,8/19/2014," $292,500.00 ",4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,Middle price,"(47.3663, -122.114)",2014-08
57,2799800710,4/7/2015," $301,000.00 ",3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,Middle price,"(47.3663, -122.122)",2015-04
58,7922800400,8/27/2014," $951,000.00 ",5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,High price,"(47.588, -122.116)",2014-08
59,8079040320,2/23/2015," $430,000.00 ",4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,Middle price,"(47.5059, -122.149)",2015-02
60,1516000055,12/10/2014," $650,000.00 ",3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,High price,"(47.4336, -122.339)",2014-12
61,9558200045,8/28/2014," $289,000.00 ",3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,Middle price,"(47.4366, -122.335)",2014-08
62,5072410070,10/21/2014," $505,000.00 ",3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,High price,"(47.4428, -122.344)",2014-10
63,9528102996,12/7/2014," $549,000.00 ",3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,High price,"(47.6765, -122.32)",2014-12
64,1189001180,6/3/2014," $425,000.00 ",3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,Middle price,"(47.6113, -122.297)",2014-06
65,3253500160,11/20/2014," $317,625.00 ",3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,Middle price,"(47.5747, -122.304)",2014-11
66,3394100030,9/9/2014," $975,000.00 ",4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,High price,"(47.5815, -122.192)",2014-09
67,3717000160,10/9/2014," $287,000.00 ",4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,Middle price,"(47.3378, -122.257)",2014-10
68,1274500060,8/25/2014," $204,000.00 ",3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,Middle price,"(47.3621, -122.11)",2014-08
69,1802000060,6/12/2014," $1,325,000.00 ",5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,High price,"(47.6303, -122.215)",2014-06
70,1525059190,9/12/2014," $1,040,000.00 ",5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,High price,"(47.6525, -122.16)",2014-09
71,1049000060,1/5/2015," $325,000.00 ",3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,Middle price,"(47.7362, -122.179)",2015-01
72,8820901275,6/10/2014," $571,000.00 ",4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,High price,"(47.7168, -122.287)",2014-06
73,5416510140,7/10/2014," $360,000.00 ",4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,Middle price,"(47.3608, -122.036)",2014-07
74,3444100400,3/16/2015," $349,000.00 ",3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,Middle price,"(47.3511, -122.073)",2015-03
75,3276920270,11/5/2014," $832,500.00 ",4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,High price,"(47.5822, -121.987)",2014-11
76,4036801170,10/13/2014," $380,000.00 ",4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,Middle price,"(47.6034, -122.125)",2014-10
77,2391600320,4/20/2015," $480,000.00 ",3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,Middle price,"(47.5636, -122.394)",2015-04
78,6300000287,6/9/2014," $410,000.00 ",3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,Middle price,"(47.7073, -122.34)",2014-06
79,1531000030,3/23/2015," $720,000.00 ",4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,High price,"(47.342, -122.025)",2015-03
80,5104520400,12/2/2014," $390,000.00 ",3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,Middle price,"(47.3512, -122.008)",2014-12
81,7437100340,12/22/2014," $360,000.00 ",4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,Middle price,"(47.349, -122.031)",2014-12
82,9418400240,10/28/2014," $355,000.00 ",2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,Middle price,"(47.5474, -122.291)",2014-10
83,1523059105,1/28/2015," $356,000.00 ",3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,Middle price,"(47.4811, -122.149)",2015-01
84,1133000671,6/2/2014," $315,000.00 ",3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,Middle price,"(47.7264, -122.31)",2014-06
85,4232902595,11/14/2014," $940,000.00 ",3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,High price,"(47.6337, -122.365)",2014-11
86,2599001200,11/3/2014," $305,000.00 ",5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,Middle price,"(47.2909, -122.189)",2014-11
87,3342103156,6/18/2014," $461,000.00 ",3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,Middle price,"(47.5228, -122.199)",2014-06
88,1332700270,5/19/2014," $215,000.00 ",2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,Middle price,"(47.518, -122.194)",2014-05
89,3869900162,9/4/2014," $335,000.00 ",2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,Middle price,"(47.5394, -122.387)",2014-09
90,2791500270,5/22/2014," $243,500.00 ",4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,Middle price,"(47.2897, -122.372)",2014-05
91,5036300431,3/11/2015," $1,099,880.00 ",5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,High price,"(47.6506, -122.391)",2015-03
92,4168000060,2/26/2015," $153,000.00 ",3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,Low price,"(47.322, -122.351)",2015-02
93,6021501535,7/25/2014," $430,000.00 ",3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,Middle price,"(47.687, -122.386)",2014-07
94,6021501535,12/23/2014," $700,000.00 ",3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,High price,"(47.687, -122.386)",2014-12
95,1483300570,9/8/2014," $905,000.00 ",4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,High price,"(47.5873, -122.249)",2014-09
96,3422049190,3/30/2015," $247,500.00 ",3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,Middle price,"(47.3576, -122.277)",2015-03
97,1099611230,9/12/2014," $199,000.00 ",4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,Low price,"(47.3036, -122.378)",2014-09
98,722079104,7/11/2014," $314,000.00 ",3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,Middle price,"(47.4109, -121.958)",2014-07
99,7338200240,5/16/2014," $437,500.00 ",3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,Middle price,"(47.4838, -121.714)",2014-05
100,1952200240,6/11/2014," $850,830.00 ",3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,High price,"(47.6415, -122.315)",2014-06
101,5200100125,10/27/2014," $555,000.00 ",3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,High price,"(47.6775, -122.372)",2014-10
102,7214720075,12/12/2014," $699,950.00 ",3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,High price,"(47.7731, -122.08)",2014-12
103,2450000295,10/7/2014," $1,088,000.00 ",3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,High price,"(47.5814, -122.196)",2014-10
104,6197800045,9/24/2014," $290,000.00 ",3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,Middle price,"(47.4375, -122.184)",2014-09
105,1328310370,4/2/2015," $375,000.00 ",3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,Middle price,"(47.4431, -122.133)",2015-04
106,546000875,5/23/2014," $460,000.00 ",3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,Middle price,"(47.6878, -122.38)",2014-05
107,3530510041,7/23/2014," $188,500.00 ",2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,Low price,"(47.3813, -122.322)",2014-07
108,1853000400,3/5/2015," $680,000.00 ",4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,High price,"(47.7304, -122.082)",2015-03
109,3134100116,8/27/2014," $470,000.00 ",5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,Middle price,"(47.6417, -122.109)",2014-08
110,9545230140,7/25/2014," $597,750.00 ",4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,High price,"(47.5386, -122.053)",2014-07
111,3362400511,3/4/2015," $570,000.00 ",3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,High price,"(47.6823, -122.349)",2015-03
112,2525310310,9/16/2014," $272,500.00 ",3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,Middle price,"(47.3624, -122.031)",2014-09
113,6126500060,11/24/2014," $329,950.00 ",3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,Middle price,"(47.5474, -122.295)",2014-11
114,8961960160,10/28/2014," $480,000.00 ",4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,Middle price,"(47.3183, -122.253)",2014-10
115,3626039325,11/21/2014," $740,500.00 ",3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,High price,"(47.6981, -122.368)",2014-11
116,3362400431,6/26/2014," $518,500.00 ",3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,High price,"(47.6824, -122.347)",2014-06
117,4060000240,6/23/2014," $205,425.00 ",2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,Middle price,"(47.5009, -122.248)",2014-06
118,3454800060,1/8/2015," $171,800.00 ",4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,Low price,"(47.4965, -122.303)",2015-01
119,1695900060,5/11/2015," $535,000.00 ",4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,High price,"(47.587, -122.294)",2015-05
120,7278700070,1/2/2015," $660,000.00 ",3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,High price,"(47.7728, -122.386)",2015-01
121,6675500070,11/19/2014," $391,500.00 ",3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,Middle price,"(47.7288, -122.226)",2014-11
122,3626039187,4/6/2015," $395,000.00 ",2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,Middle price,"(47.6999, -122.364)",2015-04
123,3524049083,11/4/2014," $445,000.00 ",4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,Middle price,"(47.5299, -122.266)",2014-11
124,3275860240,6/18/2014," $770,000.00 ",3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,High price,"(47.6897, -122.098)",2014-06
125,4389200955,3/2/2015," $1,450,000.00 ",4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,High price,"(47.6141, -122.212)",2015-03
126,4058801670,7/17/2014," $445,000.00 ",3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,Middle price,"(47.5091, -122.244)",2014-07
127,8732020310,7/17/2014," $260,000.00 ",4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,Middle price,"(47.3129, -122.39)",2014-07
128,2331300505,6/13/2014," $822,500.00 ",5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,High price,"(47.6763, -122.352)",2014-06
129,7853210060,4/6/2015," $430,000.00 ",4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,Middle price,"(47.5319, -121.85)",2015-04
130,3668000070,1/5/2015," $212,000.00 ",3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,Middle price,"(47.2761, -122.152)",2015-01
131,9545240070,4/28/2015," $660,500.00 ",4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,High price,"(47.5343, -122.054)",2015-04
132,1243100136,6/12/2014," $784,000.00 ",3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,High price,"(47.697, -122.072)",2014-06
133,8929000270,5/12/2014," $453,246.00 ",3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,Middle price,"(47.5517, -121.998)",2014-05
134,2767602356,1/26/2015," $675,000.00 ",4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,High price,"(47.6734, -122.38)",2015-01
135,921049315,8/13/2014," $199,000.00 ",3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,Low price,"(47.3257, -122.296)",2014-08
136,3655000070,8/5/2014," $220,000.00 ",4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,Middle price,"(47.3309, -122.299)",2014-08
137,4027700812,5/29/2014," $452,000.00 ",4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,Middle price,"(47.7689, -122.266)",2014-05
138,3992700335,7/7/2014," $382,500.00 ",2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,Middle price,"(47.7135, -122.287)",2014-07
139,2767603505,5/7/2014," $519,950.00 ",3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,High price,"(47.6722, -122.381)",2014-05
140,4232901525,6/27/2014," $665,000.00 ",2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,High price,"(47.6338, -122.358)",2014-06
141,1777500060,7/8/2014," $527,700.00 ",5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,High price,"(47.5707, -122.128)",2014-07
142,1432900240,5/8/2015," $205,000.00 ",3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,Middle price,"(47.4563, -122.171)",2015-05
143,6140100875,4/15/2015," $420,000.00 ",3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,Middle price,"(47.7144, -122.351)",2015-04
144,6071600370,2/27/2015," $500,000.00 ",4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,High price,"(47.5495, -122.174)",2015-02
145,1526069017,12/3/2014," $921,500.00 ",4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,High price,"(47.7421, -122.026)",2014-12
146,809001525,6/25/2014," $890,000.00 ",4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,High price,"(47.6354, -122.353)",2014-06
147,3224079105,8/6/2014," $430,000.00 ",2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,Middle price,"(47.5262, -121.943)",2014-08
148,8075400570,10/30/2014," $258,000.00 ",5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,Middle price,"(47.3887, -122.286)",2014-10
149,1994200024,11/4/2014," $511,000.00 ",3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,High price,"(47.6873, -122.336)",2014-11
150,3362900810,8/20/2014," $532,170.00 ",3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,High price,"(47.6838, -122.353)",2014-08
151,1324300398,4/9/2015," $560,000.00 ",3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,High price,"(47.655, -122.359)",2015-04
152,537000445,3/31/2015," $282,950.00 ",3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,Middle price,"(47.3255, -122.304)",2015-03
153,7855801670,4/1/2015," $2,250,000.00 ",4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,High price,"(47.562, -122.162)",2015-04
